bucket,id,subset,category,noise_source,impulse_source,by
recorded_impulsive+stationary_-5,0006,v1,v1/recorded_impulsive+stationary,mad:helicopter/074_0,esc50:keyboard_typing/4-181708-A-32,impulse
recorded_impulsive+stationary_-5,0007,v1,v1/recorded_impulsive+stationary,mad:vehicle/432_4,esc50:keyboard_typing/4-181708-A-32,impulse
recorded_impulsive+stationary_-5,0008,v1,v1/recorded_impulsive+stationary,dnsn:door_Freesound_validated_325566_18,esc50:keyboard_typing/4-181708-A-32,noise
recorded_impulsive+stationary_-5,0015,v1,v1/recorded_impulsive+stationary,dnsn:door_Freesound_validated_171084_17,esc50:clock_tick/3-143933-A-38,noise
recorded_impulsive+stationary_-5,0016,v1,v1/recorded_impulsive+stationary,dnsn:fan_Freesound_validated_344713_0,esc50:footsteps/3-103599-B-25,noise
recorded_impulsive+stationary_-5,0017,v1,v1/recorded_impulsive+stationary,dnsn:fan_Freesound_validated_330266_1,esc50:can_opening/5-237795-A-34,noise
recorded_impulsive+stationary_-5,0018,v1,v1/recorded_impulsive+stationary,dnsn:fan_Freesound_validated_361372_21,esc50:can_opening/4-216349-A-34,noise
recorded_impulsive+stationary_-5,0019,v1,v1/recorded_impulsive+stationary,dnsn:fan_Freesound_validated_432712_7,esc50:can_opening/3-170002-A-34,noise
recorded_impulsive+stationary_0,0005,v1,v1/recorded_impulsive+stationary,dnsn:breath_spit_Freesound_validated_387620_11,esc50:fireworks/1-25777-A-48,noise
recorded_impulsive+stationary_0,0008,v1,v1/recorded_impulsive+stationary,dnsn:fan_Freesound_validated_437340_1,esc50:can_opening/4-216349-A-34,noise
recorded_impulsive+stationary_0,0010,v1,v1/recorded_impulsive+stationary,dnsn:door_Freesound_validated_319337_15,esc50:can_opening/5-244327-A-34,noise
recorded_impulsive+stationary_0,0013,v1,v1/recorded_impulsive+stationary,dnsn:fan_Freesound_validated_170658_1,esc50:can_opening/5-237795-A-34,noise
recorded_impulsive+stationary_0,0019,v1,v1/recorded_impulsive+stationary,dnsn:door_Freesound_validated_110310_28,esc50:fireworks/3-172881-A-48,noise
recorded_impulsive+stationary_5,0001,v1,v1/recorded_impulsive+stationary,dnsn:fan_Freesound_validated_369662_6,esc50:keyboard_typing/1-62594-A-32,noise
recorded_impulsive+stationary_5,0005,v1,v1/recorded_impulsive+stationary,dnsn:door_Freesound_validated_331892_4,esc50:footsteps/3-103599-A-25,noise
recorded_impulsive+stationary_5,0012,v1,v1/recorded_impulsive+stationary,dnsn:breath_spit_Freesound_validated_352353_4,esc50:keyboard_typing/1-62594-A-32,noise
recorded_impulsive+stationary_10,0001,v1,v1/recorded_impulsive+stationary,dnsn:fan_Freesound_validated_361372_21,esc50:fireworks/1-25777-A-48,noise
recorded_impulsive+stationary_10,0002,v1,v1/recorded_impulsive+stationary,dnsn:fan_Freesound_validated_365413_0,esc50:can_opening/5-244327-A-34,noise
recorded_impulsive+stationary_10,0008,v1,v1/recorded_impulsive+stationary,dnsn:typing_Freesound_validated_36061_1,esc50:footsteps/3-103599-B-25,noise
recorded_impulsive+stationary_10,0011,v1,v1/recorded_impulsive+stationary,dnsn:squeak_squeakyChair_Freesound_validated_414105_5,esc50:mouse_click/3-167096-A-31,noise
recorded_impulsive+stationary_10,0012,v1,v1/recorded_impulsive+stationary,dnsn:door_Freesound_validated_425183_29,esc50:can_opening/5-244327-A-34,noise
recorded_impulsive+stationary_10,0014,v1,v1/recorded_impulsive+stationary,dnsn:fan_Freesound_validated_102686_3,esc50:mouse_click/3-167096-A-31,noise
recorded_impulsive+stationary_10,0017,v1,v1/recorded_impulsive+stationary,dnsn:fan_Freesound_validated_452146_58,esc50:can_opening/2-81112-A-34,noise
recorded_impulsive+stationary_10,0019,v1,v1/recorded_impulsive+stationary,dnsn:fan_Freesound_validated_330266_1,esc50:footsteps/3-103599-B-25,noise
recorded_impulsive+stationary_15,0001,v1,v1/recorded_impulsive+stationary,dnsn:fan_Freesound_validated_437340_1,esc50:can_opening/2-81112-A-34,noise
recorded_impulsive+stationary_15,0004,v1,v1/recorded_impulsive+stationary,dnsn:door_Freesound_validated_238332_17,esc50:mouse_click/5-233019-A-31,noise
recorded_impulsive+stationary_15,0005,v1,v1/recorded_impulsive+stationary,dnsn:fan_Freesound_validated_349683_0,esc50:can_opening/5-237795-A-34,noise
recorded_impulsive+stationary_15,0006,v1,v1/recorded_impulsive+stationary,dnsn:door_Freesound_validated_212076_0,esc50:mouse_click/4-192068-A-31,noise
recorded_impulsive+stationary_15,0007,v1,v1/recorded_impulsive+stationary,dnsn:breath_spit_Freesound_validated_352353_18,esc50:can_opening/4-216349-A-34,noise
recorded_impulsive+stationary_15,0008,v1,v1/recorded_impulsive+stationary,mad:fighter/343_4,esc50:keyboard_typing/4-181708-A-32,impulse
recorded_impulsive+stationary_15,0012,v1,v1/recorded_impulsive+stationary,dnsn:door_Freesound_validated_336359_0,esc50:footsteps/3-103599-B-25,noise
recorded_impulsive+stationary_15,0013,v1,v1/recorded_impulsive+stationary,dnsn:fan_Freesound_validated_396963_3,esc50:mouse_click/3-167096-A-31,noise
recorded_impulsive+stationary_15,0014,v1,v1/recorded_impulsive+stationary,mad:helicopter/167_3,esc50:keyboard_typing/4-181708-A-32,impulse
recorded_impulsive+stationary_15,0015,v1,v1/recorded_impulsive+stationary,dnsn:fan_Freesound_validated_263504_4,esc50:can_opening/3-147343-A-34,noise
recorded_impulsive+stationary_15,0016,v1,v1/recorded_impulsive+stationary,mad:fighter/193_7,esc50:keyboard_typing/4-181708-A-32,impulse
v2_patrol,0004,v2,v2/patrol,demand:STRAFFIC+dnsn:fan_Freesound_validated_166942_3,,noise
v2_patrol,0008,v2,v2/patrol,esc50:water_drops/4-197871-A-15+mad:vehicle/432_0+dnsn:door_Freesound_validated_362827_2,,noise
v2_patrol,0010,v2,v2/patrol,demand:STRAFFIC+dnsn:fan_Freesound_validated_185875_1,,noise
v2_patrol,0014,v2,v2/patrol,demand:STRAFFIC+dnsn:door_Freesound_validated_365255_0+dnsn:door_Freesound_validated_418258_2,,noise
v2_patrol,0016,v2,v2/patrol,dnsn:door_Freesound_validated_275234_1+dnsn:door_Freesound_validated_271660_0+esc50:water_drops/4-197871-A-15,,noise
v2_patrol,0020,v2,v2/patrol,demand:STRAFFIC+dnsn:fan_Freesound_validated_456207_14,,noise
v2_patrol,0024,v2,v2/patrol,esc50:crackling_fire/5-189212-A-12+mad:footsteps/435_2+dnsn:door_Freesound_validated_450785_2,,noise
v2_patrol,0028,v2,v2/patrol,esc50:water_drops/4-168155-A-15+esc50:car_horn/1-28808-A-43+dnsn:door_Freesound_validated_35043_1,,noise
v2_patrol,0030,v2,v2/patrol,demand:STRAFFIC+dnsn:typing_Freesound_validated_431323_7+demand:STRAFFIC,,noise
v2_patrol,0032,v2,v2/patrol,dnsn:door_Freesound_validated_212082_4+mad:footsteps/517_0+demand:STRAFFIC,gun:38s&ws_dot38_caliber/1266f563-7458-4d7b-81bd-8cb56eff1abb_v5,noise
v2_patrol,0036,v2,v2/patrol,dnsn:door_Freesound_validated_232785_0+dnsn:fan_Freesound_validated_440122_6+demand:STRAFFIC,,noise
v2_patrol,0037,v2,v2/patrol,dnsn:typing_Freesound_validated_390343_2+demand:STRAFFIC,,noise
v2_patrol,0040,v2,v2/patrol,esc50:chirping_birds/3-155583-A-14+dnsn:door_Freesound_validated_32938_1,gun:ruger_ar_556_dot223_caliber/7a4b953d-9527-4eee-a802-dd0000fcf6a3_v0,noise
v2_patrol,0041,v2,v2/patrol,demand:STRAFFIC+dnsn:door_Freesound_validated_208766_1,gun:glock_17_9mm_caliber/ac725365-989d-488e-b4ce-ebdcb3019017_v0,noise
v2_apc,0023,v2,v2/apc,esc50:train/4-168446-A-45+mad:vehicle/449_0,esc50:can_opening/3-170002-A-34,noise
v2_apc,0028,v2,v2/apc,esc50:train/4-168446-A-45+esc50:engine/4-186940-A-44,esc50:can_opening/3-147343-A-34,noise
v2_apc,0029,v2,v2/apc,esc50:train/4-168446-A-45+mad:vehicle/255_11,gun:ruger_ar_556_dot223_caliber/414311b0-baa1-46bb-b500-81e48be48770_v1,noise
v2_apc,0040,v2,v2/apc,esc50:train/4-168446-A-45+esc50:engine/4-186940-A-44,esc50:keyboard_typing/5-222894-A-32,noise
v2_apc,0044,v2,v2/apc,mad:vehicle/167_15+esc50:train/4-168446-A-45,gun:glock_17_9mm_caliber/dd8382ec-b0e9-484a-be37-72d2a73b1ec8_v0,noise
v2_drone,0000,v2,v2/drone,esc50:chirping_birds/1-46040-A-14+drone:yes_drone/Membo_2_019-membo_003_+dnsn:door_Freesound_validated_425936_0,,noise
v2_drone,0007,v2,v2/drone,dnsn:fan_Freesound_validated_336378_1+drone:yes_drone/mixed_membo_52-membo_002_,,noise
v2_drone,0013,v2,v2/drone,demand:STRAFFIC+drone:yes_drone/mixed_membo_32-membo_001_+dnsn:fan_Freesound_validated_329710_0,,noise
v2_drone,0026,v2,v2/drone,dnsn:door_Freesound_validated_237739_0+drone:yes_drone/mixed_membo_46-membo_002_+dnsn:door_Freesound_validated_457233_1,,noise
v2_drone,0027,v2,v2/drone,demand:STRAFFIC+drone:yes_drone/Membo_2_020-membo_000_+dnsn:door_Freesound_validated_168446_12,,noise
v2_drone,0029,v2,v2/drone,dnsn:fan_Freesound_validated_430043_6+drone:yes_drone/mixed_6-bebop_000_+dnsn:door_Freesound_validated_390328_0,,noise
v2_drone,0038,v2,v2/drone,dnsn:dragging_Freesound_validated_410556_3+drone:yes_drone/B_S2_D1_107-bebop_004_+dnsn:door_Freesound_validated_83507_0,,noise
v2_drone,0039,v2,v2/drone,esc50:crackling_fire/3-65748-A-12+drone:yes_drone/B_S2_D1_114-bebop_000_+dnsn:fan_Freesound_validated_107224_2,,noise
v2_drone,0046,v2,v2/drone,dnsn:door_Freesound_validated_423758_3+drone:yes_drone/extra_membo_D2_2044+esc50:insects/3-105236-A-7,,noise
v2_drone,0047,v2,v2/drone,esc50:crickets/4-181362-A-13+drone:yes_drone/Membo_2_020-membo_004_+dnsn:door_Freesound_validated_264889_7,,noise
v2_windy_ridge,0000,v2,v2/windy_ridge,esc50:chirping_birds/2-108761-A-14+dnsn:door_Freesound_validated_376667_1,,noise
v2_windy_ridge,0001,v2,v2/windy_ridge,dnsn:typing_Freesound_validated_399603_46+demand:STRAFFIC,,noise
v2_windy_ridge,0007,v2,v2/windy_ridge,demand:STRAFFIC+dnsn:door_Freesound_validated_365255_0,,noise
v2_windy_ridge,0010,v2,v2/windy_ridge,dnsn:breath_spit_Freesound_validated_201584_0+dnsn:door_Freesound_validated_232993_0,,noise
v2_windy_ridge,0019,v2,v2/windy_ridge,dnsn:door_Freesound_validated_393423_2+dnsn:squeak_squeakyChair_Freesound_validated_452632_9,,noise
v2_windy_ridge,0028,v2,v2/windy_ridge,dnsn:door_Freesound_validated_407210_3,,noise
v2_windy_ridge,0034,v2,v2/windy_ridge,dnsn:door_Freesound_validated_425183_4+dnsn:typing_Freesound_validated_444752_0,,noise
v2_windy_ridge,0037,v2,v2/windy_ridge,dnsn:door_Freesound_validated_426228_1+dnsn:door_Freesound_validated_426228_0,,noise
v2_windy_ridge,0038,v2,v2/windy_ridge,dnsn:typing_Freesound_validated_390343_0+demand:STRAFFIC,,noise
v2_windy_ridge,0040,v2,v2/windy_ridge,dnsn:door_Freesound_validated_372874_4+dnsn:door_Freesound_validated_465347_7,,noise
v2_windy_ridge,0041,v2,v2/windy_ridge,demand:STRAFFIC+dnsn:door_Freesound_validated_221929_2,,noise
v2_windy_ridge,0044,v2,v2/windy_ridge,dnsn:typing_Freesound_validated_399603_69+esc50:thunderstorm/4-125071-A-19,,noise
v2_windy_ridge,0046,v2,v2/windy_ridge,dnsn:door_Freesound_validated_413923_15+demand:STRAFFIC,,noise
v2_command_post,0000,v2,v2/command_post,dnsn:door_Freesound_validated_433996_0+dnsn:breath_spit_Freesound_validated_452698_1,,noise
v2_command_post,0001,v2,v2/command_post,dnsn:door_Freesound_validated_147266_5+dnsn:fan_Freesound_validated_369662_6+esc50:engine/1-50454-A-44+esc50:vacuum_cleaner/5-182010-A-36,,noise
v2_command_post,0002,v2,v2/command_post,dnsn:fan_Freesound_validated_380837_3+dnsn:door_Freesound_validated_337105_6+esc50:engine/1-50454-A-44+dnsn:squeak_squeakyChair_Freesound_validated_454585_1,,noise
v2_command_post,0005,v2,v2/command_post,dnsn:breath_spit_Freesound_validated_205526_4+mad:helicopter/167_9+esc50:washing_machine/1-27165-A-35+dnsn:typing_Freesound_validated_399603_69,,noise
v2_command_post,0006,v2,v2/command_post,dnsn:door_Freesound_validated_212082_4+dnsn:door_Freesound_validated_450812_0+esc50:washing_machine/1-27165-A-35,,noise
v2_command_post,0007,v2,v2/command_post,dnsn:dragging_Freesound_validated_390949_2+dnsn:door_Freesound_validated_372252_3+esc50:washing_machine/3-151273-A-35,,noise
v2_command_post,0008,v2,v2/command_post,dnsn:typing_Freesound_validated_65410_7+mad:vehicle/390_24+esc50:engine/5-232272-A-44+esc50:vacuum_cleaner/4-172733-A-36,,noise
v2_command_post,0012,v2,v2/command_post,esc50:vacuum_cleaner/5-182010-A-36+dnsn:door_Freesound_validated_202515_50+esc50:engine/1-50454-A-44+esc50:vacuum_cleaner/4-172733-A-36,,noise
v2_command_post,0014,v2,v2/command_post,esc50:washing_machine/1-27165-A-35+dnsn:fan_Freesound_validated_448924_17+esc50:engine/4-186940-A-44,,noise
v2_command_post,0016,v2,v2/command_post,esc50:washing_machine/3-151273-A-35+mad:shelling/214_18+dnsn:squeak_squeakyChair_Freesound_validated_171856_4,,noise
v2_command_post,0017,v2,v2/command_post,dnsn:typing_Freesound_validated_455043_20+esc50:engine/5-232272-A-44,,noise
v2_command_post,0020,v2,v2/command_post,dnsn:typing_Freesound_validated_456191_6+dnsn:fan_Freesound_validated_398821_0+esc50:washing_machine/1-27165-A-35+esc50:washing_machine/1-27165-A-35,,noise
v2_command_post,0021,v2,v2/command_post,dnsn:typing_Freesound_validated_450282_12+dnsn:door_Freesound_validated_362807_8+esc50:vacuum_cleaner/5-212054-A-36,,noise
v2_command_post,0026,v2,v2/command_post,esc50:vacuum_cleaner/4-146200-A-36+dnsn:door_Freesound_validated_214693_0+dnsn:typing_Freesound_validated_380135_0,,noise
v2_command_post,0027,v2,v2/command_post,dnsn:typing_Freesound_validated_378083_0+dnsn:door_Freesound_validated_340303_1+esc50:vacuum_cleaner/4-146200-A-36,,noise
v2_command_post,0028,v2,v2/command_post,esc50:washing_machine/1-27165-A-35+dnsn:typing_Freesound_validated_328653_1+esc50:hand_saw/4-198360-A-49,,noise
v2_command_post,0029,v2,v2/command_post,dnsn:door_Freesound_validated_175835_5+mad:footsteps/446_2+esc50:engine/1-50454-A-44+esc50:washing_machine/1-27165-A-35,,noise
v2_command_post,0030,v2,v2/command_post,esc50:door_wood_creaks/3-103401-B-33+dnsn:fan_Freesound_validated_446319_48+dnsn:squeak_squeakyChair_Freesound_validated_433977_6,,noise
v2_command_post,0032,v2,v2/command_post,dnsn:door_Freesound_validated_114583_1+mad:footsteps/133_9+dnsn:fan_Freesound_validated_380837_3,,noise
v2_command_post,0033,v2,v2/command_post,esc50:vacuum_cleaner/5-182010-A-36+mad:helicopter/054_5+esc50:engine/1-50454-A-44+dnsn:door_Freesound_validated_325566_3,,noise
v2_command_post,0034,v2,v2/command_post,dnsn:door_Freesound_validated_138084_1+dnsn:fan_Freesound_validated_169966_7+esc50:engine/5-232272-A-44+dnsn:door_Freesound_validated_204489_43,,noise
v2_command_post,0036,v2,v2/command_post,dnsn:breath_spit_Freesound_validated_352353_1+esc50:crow/5-222041-A-9+esc50:engine/4-186940-A-44,,noise
v2_command_post,0038,v2,v2/command_post,dnsn:squeak_squeakyChair_Freesound_validated_378075_1+esc50:engine/5-232272-A-44+esc50:drinking_sipping/4-210593-A-29,,noise
v2_command_post,0041,v2,v2/command_post,dnsn:munching_Freesound_validated_382662_0+dnsn:door_Freesound_validated_460364_2+esc50:hand_saw/3-97909-A-49+dnsn:door_Freesound_validated_376649_0,,noise
v2_command_post,0043,v2,v2/command_post,esc50:washing_machine/3-151273-A-35+dnsn:fan_Freesound_validated_73524_1,,noise
v2_command_post,0044,v2,v2/command_post,dnsn:door_Freesound_validated_466565_0+esc50:car_horn/2-100648-A-43+esc50:engine/5-232272-A-44+esc50:vacuum_cleaner/4-146200-A-36,,noise
v2_command_post,0046,v2,v2/command_post,esc50:vacuum_cleaner/5-182010-A-36+dnsn:fan_Freesound_validated_384335_2+esc50:washing_machine/3-151273-A-35+dnsn:squeak_squeakyChair_Freesound_validated_461815_0,,noise
v2_command_post,0047,v2,v2/command_post,dnsn:door_Freesound_validated_238422_0+dnsn:door_Freesound_validated_212082_3,,noise
